InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV101192,P744,Product 30,6,2024-06-16,7.12,10155.0,Spain
INV101193,P323,Product 41,7,2024-06-13,73.15,10172.0,Spain
INV101194,P654,Product 29,9,2023-09-04,6.46,10182.0,France
INV101195,P166,Product 44,9,2023-01-24,73.66,10189.0,Netherlands
INV101196,P684,Product 18,2,2023-02-24,65.45,10086.0,Germany
INV101197,P103,Product 6,7,2024-06-24,50.93,10094.0,Germany
INV101198,P220,Product 39,7,2024-02-03,28.6,10166.0,Spain
INV101199,P633,Product 44,3,2023-10-31,51.92,10207.0,India
INV101200,P530,Product 29,7,2023-10-27,89.33,10168.0,Spain
INV101201,P672,Product 46,7,2023-01-14,88.52,10117.0,United Kingdom
INV101202,P866,Product 24,1,2023-11-10,85.54,10213.0,United Kingdom
INV101203,P408,Product 3,1,2024-02-15,84.39,10194.0,Netherlands
INV101204,P387,Product 39,9,2023-10-01,55.27,10200.0,Netherlands
INV101205,P604,Product 7,9,2024-05-22,36.21,10190.0,United Kingdom
INV101206,P167,Product 6,1,2024-05-31,34.69,10059.0,Germany
INV101207,P867,Product 40,4,2023-02-03,45.27,10090.0,United Kingdom
INV101208,P687,Product 27,2,2023-12-31,59.9,10040.0,Netherlands
INV101209,P771,Product 8,7,2023-08-11,26.91,10198.0,France
INV101210,P313,Product 6,10,2024-06-28,57.27,10239.0,Germany
INV101211,P913,Product 44,2,2023-11-06,14.41,10172.0,Netherlands
INV101212,P472,Product 44,8,2023-11-22,95.11,10114.0,Netherlands
INV101213,P376,Product 42,9,2023-12-19,85.39,10170.0,France
INV101214,P114,Product 38,6,2024-03-12,41.03,10088.0,Spain
INV101215,P812,Product 8,6,2023-05-07,92.94,10078.0,Spain
INV101216,P891,Product 39,4,2024-01-23,97.5,10242.0,Spain
INV101217,P474,Product 28,7,2024-05-26,54.11,10177.0,Spain
INV101218,P625,Product 13,7,2024-02-29,97.63,10246.0,Spain
INV101219,P188,Product 23,5,2024-04-11,13.61,10095.0,Spain
INV101220,P142,Product 50,1,2024-02-13,89.76,10056.0,United Kingdom
INV101221,P331,Product 36,4,2023-01-21,56.24,10053.0,France
INV101222,P965,Product 1,8,2024-03-19,20.84,10169.0,Netherlands
INV101223,P995,Product 45,10,2023-07-27,84.21,10137.0,India
INV101224,P602,Product 3,8,2023-08-23,57.65,10203.0,Netherlands
INV101225,P796,Product 36,10,2024-06-11,87.91,10117.0,India
INV101226,P275,Product 36,2,2023-09-23,35.02,10214.0,India
INV101227,P734,Product 45,5,2023-10-01,67.52,10115.0,France
INV101228,P693,Product 11,8,2024-06-18,68.18,10039.0,France
INV101229,P923,Product 24,8,2024-03-20,87.31,10032.0,Spain
INV101230,P503,Product 17,7,2023-09-16,36.38,10228.0,France
INV101231,P872,Product 20,8,2023-07-13,42.39,10063.0,United Kingdom
INV101232,P106,Product 7,5,2023-10-19,76.72,10249.0,Spain
INV101233,P291,Product 21,1,2023-11-21,63.42,10011.0,Germany
INV101234,P890,Product 45,3,2024-03-27,58.32,10240.0,France
INV101235,P718,Product 49,3,2024-03-18,74.89,10034.0,United Kingdom
INV101236,P335,Product 19,3,2024-06-28,14.25,10188.0,Netherlands
INV101237,P239,Product 3,7,2023-01-25,90.59,,France
INV101238,P108,Product 19,7,2024-05-27,64.9,10167.0,Netherlands
INV101239,P494,Product 36,2,2024-01-27,60.23,10111.0,Germany
INV101240,P451,Product 26,1,2024-04-08,54.8,10086.0,Spain
INV101241,P418,Product 11,8,2023-07-28,84.98,10116.0,India
INV101242,P124,Product 6,2,2024-01-20,96.06,10044.0,India
INV101243,P528,Product 38,7,2024-01-28,50.42,10053.0,Spain
INV101244,P144,Product 10,5,2023-04-20,11.21,10226.0,Spain
INV101245,P757,Product 36,2,2023-07-31,22.56,10130.0,France
INV101246,P577,Product 19,6,2024-01-23,68.1,10240.0,France
INV101247,P731,Product 7,8,2024-05-29,20.49,10151.0,France
INV101248,P630,Product 28,7,2023-10-20,54.13,10249.0,India
INV101249,P649,Product 39,3,2023-02-23,38.07,10145.0,France
INV101250,P710,Product 8,2,2023-10-17,83.33,10182.0,Spain
INV101251,P641,Product 9,8,2024-02-06,84.08,10097.0,United Kingdom
INV101252,P548,Product 44,4,2023-06-18,50.37,10157.0,India
INV101253,P143,Product 48,8,2024-06-22,87.63,10224.0,India
INV101254,P158,Product 16,8,2023-12-16,74.88,10023.0,Netherlands
INV101255,P220,Product 36,6,2023-02-08,22.87,10201.0,India
INV101256,P100,Product 34,3,2023-10-02,98.87,10249.0,India
INV101257,P116,Product 16,5,2023-08-05,83.62,10182.0,United Kingdom
INV101258,P845,Product 26,-6,2024-05-28,72.47,10074.0,France
INV101259,P677,Product 29,3,2023-10-18,58.2,10044.0,India
INV101260,P636,Product 27,6,2024-01-20,86.02,10151.0,India
INV101261,P770,Product 18,10,2023-09-22,93.48,10180.0,Germany
INV101262,P697,Product 43,-10,2023-01-16,76.59,10131.0,France
INV101263,P570,Product 8,8,2023-01-29,21.44,10115.0,United Kingdom
INV101264,P125,Product 46,-9,2023-06-24,58.67,10222.0,Spain
INV101265,P654,Product 27,3,2023-02-01,6.72,10053.0,Spain
INV101266,P774,Product 43,5,2023-08-01,82.07,10194.0,Spain
INV101267,P246,Product 49,1,2023-12-05,27.42,10211.0,United Kingdom
INV101268,P416,Product 40,3,2023-05-01,72.05,10210.0,France
INV101269,P617,Product 49,10,2023-01-15,33.24,10059.0,France
INV101270,P945,Product 26,6,2023-02-28,26.8,10199.0,Netherlands
INV101271,P608,Product 49,3,2024-01-05,27.96,10235.0,Netherlands
INV101272,P904,Product 42,6,2023-01-19,63.3,10101.0,France
INV101273,P957,Product 2,1,2023-06-27,52.52,10008.0,Netherlands
INV101274,P479,Product 16,6,2023-06-27,63.6,10048.0,Spain
INV101275,P661,Product 1,4,2023-10-17,39.43,10117.0,India
INV101276,P824,Product 42,9,2023-02-22,74.26,10198.0,France
INV101277,P523,Product 45,7,2024-06-14,16.78,10181.0,Spain
INV101278,P630,Product 45,8,2023-03-22,74.84,10039.0,France
INV101279,P655,Product 46,4,2024-06-22,55.75,10141.0,France
INV101280,P126,Product 30,3,2023-08-22,41.71,10217.0,India
INV101281,P412,Product 49,1,2023-04-13,22.88,10108.0,Netherlands
INV101282,P116,Product 33,2,2023-07-27,13.81,10232.0,India
INV101283,P675,Product 43,10,2023-06-26,86.97,10238.0,India
INV101284,P198,Product 42,5,2024-01-05,71.81,10206.0,United Kingdom
INV101285,P634,Product 6,4,2023-01-15,22.12,10122.0,Germany
INV101286,P984,Product 46,8,2024-03-12,75.25,10247.0,Germany
INV101287,P743,Product 9,2,2023-08-28,86.98,10213.0,United Kingdom
INV101288,P199,Product 45,-4,2023-11-09,98.93,10246.0,France
INV101289,P382,Product 37,1,2024-02-12,60.57,10048.0,India
INV101290,P317,Product 48,4,2023-07-21,30.89,10160.0,Netherlands
INV101291,P737,Product 5,1,2023-02-24,59.88,10024.0,Netherlands
INV101292,P553,Product 45,3,2023-08-21,79.23,10188.0,Spain
INV101293,P659,Product 30,7,2023-05-23,77.14,10020.0,Germany
INV101294,P656,Product 29,5,2024-05-18,84.57,10069.0,Netherlands
INV101295,P944,Product 24,4,2024-01-05,77.79,10048.0,Spain
INV101296,P930,Product 11,7,2023-11-27,62.66,10045.0,Spain
INV101297,P127,Product 8,-6,2024-03-16,71.22,10140.0,Netherlands
INV101298,P840,Product 9,6,2024-01-18,85.85,10049.0,Germany
INV101299,P629,Product 21,-8,2023-01-15,84.83,10020.0,Spain
INV101300,P321,Product 32,5,2023-07-17,41.92,,Germany
INV101301,P270,Product 13,3,2024-01-13,59.33,10200.0,India
INV101302,P278,Product 39,5,2023-12-05,83.99,10098.0,Netherlands
INV101303,P666,Product 33,2,2023-09-04,14.76,10083.0,India
INV101304,P325,Product 22,7,2023-09-06,26.16,10162.0,India
INV101305,P460,Product 46,8,2024-04-17,22.57,10122.0,United Kingdom
INV101306,P825,Product 1,7,2024-06-30,23.15,10210.0,Germany
INV101307,P848,Product 23,7,2024-05-13,60.89,10064.0,India
INV101308,P307,Product 43,3,2023-10-07,81.29,10225.0,India
INV101309,P850,Product 43,6,2023-06-21,42.47,10009.0,France
INV101310,P886,Product 46,-9,2024-01-31,46.33,10111.0,France
INV101311,P350,Product 21,3,2023-05-12,27.5,10046.0,United Kingdom
INV101312,P769,Product 7,5,2024-03-14,65.31,10248.0,United Kingdom
INV101313,P353,Product 41,8,2023-02-11,15.54,10061.0,Spain
INV101314,P907,Product 12,2,2023-02-22,60.65,10064.0,France
INV101315,P875,Product 31,2,2023-01-13,21.78,10109.0,France
INV101316,P781,Product 37,9,2023-12-03,33.29,10010.0,India
INV101317,P488,Product 10,6,2023-04-20,24.82,10072.0,India
INV101318,P457,Product 11,4,2023-08-23,55.27,10125.0,Germany
INV101319,P156,Product 47,6,2023-12-11,27.11,10041.0,Netherlands
INV101320,P226,Product 40,4,2023-02-05,84.17,10182.0,United Kingdom
INV101321,P134,Product 31,8,2023-12-13,85.44,10114.0,Germany
INV101322,P786,Product 31,8,2024-01-30,67.62,10233.0,Netherlands
INV101323,P351,Product 6,9,2023-02-18,97.78,10248.0,Spain
INV101324,P309,Product 40,-1,2023-07-02,42.05,10103.0,United Kingdom
INV101325,P966,Product 48,9,2024-03-25,88.57,10209.0,France
INV101326,P517,Product 4,6,2023-09-03,15.55,10052.0,Netherlands
INV101327,P602,Product 27,4,2023-02-11,15.8,10187.0,Germany
INV101328,P541,Product 41,2,2023-06-01,56.49,10163.0,Germany
INV101329,P398,Product 14,10,2024-04-21,98.25,10042.0,India
INV101330,P345,Product 20,9,2023-05-22,37.24,10183.0,Germany
INV101331,P671,Product 44,4,2023-09-19,62.65,10101.0,Netherlands
INV101332,P875,Product 39,8,2024-02-15,46.23,10047.0,Germany
INV101333,P251,Product 22,2,2024-03-10,59.4,10084.0,France
INV101334,P949,Product 50,1,2023-10-10,53.92,10102.0,France
INV101335,P880,Product 13,3,2024-05-31,27.59,10207.0,United Kingdom
INV101336,P229,Product 29,7,2024-04-04,27.72,10002.0,Netherlands
INV101337,P118,Product 20,10,2023-05-02,95.93,10202.0,United Kingdom
INV101338,P744,Product 18,5,2024-02-13,13.38,10040.0,France
INV101339,P814,Product 28,3,2023-07-06,9.44,,Netherlands
INV101340,P265,Product 4,3,2023-12-30,28.63,10229.0,Germany
INV101341,P742,Product 5,4,2024-07-01,98.12,10070.0,India
INV101342,P411,Product 19,2,2023-04-01,24.45,10246.0,Germany
INV101343,P624,Product 10,6,2023-03-03,96.89,10207.0,Spain
INV101344,P888,Product 42,5,2023-11-19,31.47,10167.0,France
INV101345,P569,Product 38,-5,2023-01-22,58.38,10049.0,Spain
INV101346,P456,Product 9,8,2023-05-18,10.03,10013.0,Netherlands
INV101347,P690,Product 19,4,2023-11-18,84.5,10208.0,United Kingdom
INV101348,P266,Product 10,8,2023-02-04,78.81,10187.0,India
INV101349,P190,Product 10,10,2023-11-27,68.95,10136.0,Spain
INV101350,P729,Product 50,8,2024-01-07,74.43,10124.0,France
INV101351,P518,Product 14,6,2023-04-08,6.75,10181.0,India
INV101352,P914,Product 49,4,2023-04-05,43.47,10109.0,France
INV101353,P619,Product 11,3,2023-11-08,99.81,10236.0,Netherlands
INV101354,P535,Product 7,2,2024-01-15,60.44,10023.0,Spain
INV101355,P914,Product 49,7,2024-01-22,54.68,10139.0,Spain
INV101356,P251,Product 47,4,2024-01-01,65.83,10246.0,United Kingdom
INV101357,P385,Product 44,-3,2024-01-25,98.76,10124.0,India
INV101358,P473,Product 3,1,2023-05-15,83.47,10005.0,Netherlands
INV101359,P657,Product 37,4,2023-08-31,63.74,10091.0,France
INV101360,P122,Product 44,2,2023-02-01,79.33,10246.0,United Kingdom
INV101361,P339,Product 23,5,2024-05-10,73.14,10188.0,France
INV101362,P566,Product 10,4,2023-09-06,93.51,10182.0,Germany
INV101363,P923,Product 23,9,2023-03-18,56.28,10033.0,United Kingdom
INV101364,P300,Product 25,2,2023-03-14,59.86,10077.0,India
INV101365,P363,Product 24,1,2023-03-19,12.17,10073.0,Netherlands
INV101366,P497,Product 32,2,2024-03-15,79.89,10144.0,United Kingdom
INV101367,P963,Product 2,10,2024-02-24,47.82,10161.0,Germany
INV101368,P408,Product 13,6,2024-05-21,69.43,10155.0,Netherlands
INV101369,P877,Product 10,2,2023-12-10,33.43,10186.0,Germany
INV101370,P366,Product 34,3,2023-09-23,94.72,10060.0,Netherlands
INV101371,P991,Product 29,1,2024-01-19,19.09,10104.0,United Kingdom
INV101372,P635,Product 16,4,2024-06-15,20.35,10213.0,India
INV101373,P572,Product 32,4,2024-05-21,33.11,10089.0,France
INV101374,P719,Product 3,3,2023-05-09,32.63,10153.0,Spain
INV101375,P743,Product 21,1,2023-10-04,18.63,10183.0,Spain
INV101376,P690,Product 39,1,2024-02-04,94.11,10021.0,Germany
INV101377,P313,Product 21,1,2023-05-17,18.41,10111.0,Netherlands
INV101378,P618,Product 18,3,2023-09-21,36.65,10092.0,France
INV101379,P202,Product 46,6,2023-01-28,18.79,10202.0,Netherlands
INV101380,P239,Product 9,10,2024-01-11,37.84,10159.0,Spain
INV101381,P939,Product 20,6,2023-01-24,72.15,10117.0,Spain
INV101382,P362,Product 2,7,2023-08-12,69.91,10117.0,Netherlands
INV101383,P909,Product 33,6,2023-02-25,46.11,10040.0,Spain
INV101384,P686,Product 17,10,2023-05-10,71.16,10101.0,Spain
INV101385,P665,Product 3,9,2023-12-20,22.74,10037.0,France
INV101386,P283,Product 33,4,2024-02-26,74.77,10014.0,France
INV101387,P931,Product 21,9,2023-08-09,33.88,10187.0,Spain
INV101388,P550,Product 26,10,2024-03-29,24.38,10008.0,Netherlands
INV101389,P262,Product 29,-10,2024-05-17,11.72,10042.0,France
INV101390,P497,Product 25,8,2024-03-21,19.16,10107.0,United Kingdom
INV101391,P273,Product 29,6,2023-09-22,33.45,10016.0,India
INV101392,P685,Product 5,10,2023-07-14,84.13,10184.0,Germany
INV101393,P157,Product 9,2,2023-07-31,86.2,10210.0,Spain
INV101394,P197,Product 23,3,2023-07-20,92.16,10209.0,France
INV101395,P995,Product 24,6,2023-04-22,50.95,10113.0,Germany
INV101396,P818,Product 22,4,2023-10-31,19.11,10208.0,France
INV101397,P343,Product 10,2,2024-06-13,40.37,10249.0,Spain
INV101398,P720,Product 8,4,2023-02-01,44.14,10212.0,France
INV101399,P565,Product 47,1,2024-01-31,74.37,10110.0,Germany
INV101400,P767,Product 49,2,2023-06-21,53.54,10167.0,Spain
INV101401,P294,Product 39,9,2024-02-26,17.54,10239.0,France
INV101402,P943,Product 4,3,2023-09-09,14.25,10027.0,France
INV101403,P216,Product 35,8,2023-05-29,53.49,10058.0,United Kingdom
INV101404,P664,Product 49,9,2023-06-10,80.9,10213.0,France
INV101405,P348,Product 1,3,2023-12-18,10.46,10199.0,India
INV101406,P663,Product 34,9,2024-05-30,14.46,10196.0,United Kingdom
INV101407,P107,Product 36,9,2023-12-05,32.05,10087.0,India
INV101408,P409,Product 7,4,2024-03-21,14.91,10048.0,Spain
INV101409,P614,Product 48,6,2023-07-08,46.04,10191.0,Netherlands
INV101410,P352,Product 49,4,2024-05-09,88.29,10134.0,India
INV101411,P918,Product 24,2,2023-04-26,32.71,10202.0,India
INV101412,P265,Product 12,10,2024-03-20,66.48,10143.0,Spain
INV101413,P292,Product 16,8,2023-03-13,56.02,10194.0,France
INV101414,P683,Product 7,6,2023-04-20,83.5,10244.0,Netherlands
INV101415,P680,Product 44,7,2023-10-23,31.27,10024.0,Netherlands
INV101416,P251,Product 33,2,2023-10-26,7.95,10062.0,Spain
INV101417,P399,Product 25,5,2023-05-10,47.25,10130.0,Germany
INV101418,P496,Product 42,2,2024-01-10,8.54,10012.0,Netherlands
INV101419,P274,Product 32,5,2023-09-05,57.82,10193.0,Netherlands
INV101420,P909,Product 45,1,2023-06-12,87.91,10032.0,United Kingdom
INV101421,P362,Product 32,8,2023-05-09,84.11,10234.0,Spain
INV101422,P990,Product 35,8,2023-03-24,51.2,10222.0,Germany
INV101423,P849,Product 12,2,2023-09-07,30.98,10147.0,Netherlands
INV101424,P119,Product 3,8,2024-05-01,28.22,10005.0,Spain
INV101425,P276,Product 44,5,2023-05-12,25.32,10007.0,Netherlands
INV101426,P111,Product 19,8,2023-02-04,36.18,,France
INV101427,P569,Product 36,9,2024-02-17,12.14,10018.0,India
INV101428,P551,Product 49,5,2023-06-03,36.1,10107.0,India
INV101429,P510,Product 7,2,2023-05-18,26.76,10183.0,France
INV101430,P829,Product 19,4,2023-03-05,94.75,10042.0,France
INV101431,P728,Product 34,4,2023-06-06,41.87,10100.0,Netherlands
INV101432,P787,Product 4,1,2023-08-28,56.91,10190.0,India
INV101433,P345,Product 34,3,2023-04-10,19.0,10070.0,France
INV101434,P648,Product 25,9,2023-02-14,60.41,10089.0,United Kingdom
INV101435,P187,Product 10,2,2024-03-08,41.9,10117.0,Spain
INV101436,P513,Product 38,4,2023-04-13,98.66,10183.0,Spain
INV101437,P128,Product 41,7,2023-05-04,42.48,10135.0,United Kingdom
INV101438,P363,Product 5,9,2023-09-14,22.84,10137.0,Germany
INV101439,P552,Product 3,10,2023-11-02,96.56,10075.0,France
INV101440,P321,Product 49,9,2024-04-01,74.99,10237.0,France
INV101441,P984,Product 24,2,2023-07-16,41.7,10153.0,Netherlands
INV101442,P800,Product 5,7,2023-04-22,53.51,10078.0,United Kingdom
INV101443,P936,Product 33,9,2023-07-09,27.87,10226.0,India
INV101444,P514,Product 27,3,2024-02-20,75.38,10247.0,Netherlands
INV101445,P692,Product 32,3,2023-11-23,88.83,10229.0,Netherlands
INV101446,P610,Product 38,2,2024-01-23,30.22,10247.0,France
INV101447,P114,Product 14,4,2024-04-02,12.27,,Spain
INV101448,P895,Product 14,1,2023-08-20,58.21,10077.0,India
INV101449,P447,Product 26,10,2023-07-23,32.34,10184.0,Netherlands
INV101450,P267,Product 11,1,2024-06-13,78.69,10157.0,United Kingdom
INV101451,P926,Product 8,7,2024-06-04,29.17,10158.0,France
INV101452,P120,Product 7,3,2023-11-20,95.94,10159.0,India
INV101453,P634,Product 13,2,2023-05-11,87.94,10225.0,Netherlands
INV101454,P947,Product 10,10,2023-06-17,25.27,10030.0,Germany
INV101455,P986,Product 12,9,2023-08-16,36.81,10083.0,Spain
INV101456,P488,Product 1,5,2024-04-01,90.32,10201.0,India
INV101457,P145,Product 32,8,2023-11-30,65.25,10124.0,Germany
INV101458,P187,Product 9,4,2023-06-13,47.15,10129.0,Netherlands
INV101459,P342,Product 15,-8,2023-09-13,9.08,10142.0,India
INV101460,P514,Product 36,4,2023-12-14,94.05,10030.0,Spain
INV101461,P200,Product 36,2,2024-06-16,63.44,10016.0,United Kingdom
INV101462,P267,Product 42,4,2024-06-01,21.93,10033.0,Spain
INV101463,P245,Product 8,6,2023-10-28,20.08,10017.0,United Kingdom
INV101464,P144,Product 34,1,2023-12-31,26.74,10066.0,United Kingdom
INV101465,P660,Product 3,3,2024-07-03,44.91,10068.0,United Kingdom
INV101466,P868,Product 15,10,2024-05-03,38.28,10043.0,United Kingdom
INV101467,P917,Product 23,4,2024-04-18,19.08,10018.0,Germany
INV101468,P182,Product 41,3,2023-12-07,94.56,10239.0,France
INV101469,P150,Product 31,7,2023-10-27,77.3,10208.0,United Kingdom
INV101470,P330,Product 15,9,2024-06-17,25.31,10213.0,Spain
INV101471,P184,Product 47,3,2023-11-02,6.25,10164.0,United Kingdom
INV101472,P258,Product 12,3,2023-11-20,90.12,10026.0,Germany
INV101473,P519,Product 33,4,2024-05-07,84.91,10172.0,India
INV101474,P988,Product 43,4,2023-11-22,38.39,10150.0,United Kingdom
INV101475,P653,Product 32,8,2024-04-06,53.36,10076.0,United Kingdom
INV101476,P547,Product 11,1,2024-02-07,33.02,10039.0,Germany
INV101477,P412,Product 48,8,2024-02-19,65.69,10204.0,United Kingdom
INV101478,P646,Product 32,8,2023-03-02,65.01,10139.0,Spain
INV101479,P784,Product 3,4,2024-05-06,8.02,10108.0,Spain
INV101480,P556,Product 43,8,2024-04-19,54.19,10023.0,France
INV101481,P705,Product 3,9,2023-07-09,7.5,10232.0,Germany
INV101482,P801,Product 44,10,2023-01-23,78.64,10103.0,France
INV101483,P719,Product 43,3,2023-10-22,87.35,10092.0,Spain
INV101484,P156,Product 30,7,2024-04-16,77.29,10237.0,Netherlands
INV101485,P846,Product 4,8,2023-06-01,64.13,10169.0,United Kingdom
INV101486,P468,Product 39,1,2023-05-08,33.78,10094.0,Spain
INV101487,P724,Product 3,7,2023-09-21,95.93,10073.0,India
INV101488,P203,Product 19,9,2024-06-28,93.42,10162.0,France
INV101489,P731,Product 35,8,2023-04-27,21.4,10097.0,Netherlands
INV101490,P802,Product 12,9,2024-02-16,25.24,10052.0,India
INV101491,P148,Product 16,2,2024-05-14,47.12,10158.0,Germany
INV101492,P742,Product 5,5,2023-03-10,62.88,10022.0,Germany
INV101493,P867,Product 29,1,2024-03-15,24.57,10078.0,United Kingdom
INV101494,P926,Product 27,4,2023-04-03,13.35,10183.0,Germany
INV101495,P712,Product 4,2,2023-06-11,38.84,10237.0,Germany
INV101496,P899,Product 41,4,2024-06-20,58.81,10238.0,Germany
INV101497,P495,Product 3,10,2023-09-16,6.66,10079.0,Netherlands
INV101498,P860,Product 44,-6,2023-10-06,86.73,10223.0,India
INV101499,P929,Product 14,5,2023-11-17,64.92,10233.0,France
INV101500,P102,Product 6,9,2024-05-05,60.91,10158.0,United Kingdom
INV101501,P270,Product 14,10,2023-05-25,92.86,10135.0,France
INV101502,P636,Product 32,1,2023-08-11,24.42,10220.0,France
INV101503,P835,Product 19,7,2024-02-25,37.3,10047.0,Netherlands
INV101504,P629,Product 40,5,2023-07-09,71.62,10039.0,India
INV101505,P226,Product 7,2,2023-03-05,15.77,10052.0,Spain
INV101506,P692,Product 33,3,2024-06-16,90.87,10169.0,Germany
INV101507,P839,Product 20,-5,2023-12-31,20.98,10074.0,Germany
INV101508,P284,Product 28,10,2023-10-25,82.12,10235.0,Germany
INV101509,P735,Product 36,6,2024-05-21,97.41,10236.0,India
INV101510,P689,Product 46,3,2023-02-09,81.11,10007.0,United Kingdom
INV101511,P230,Product 14,6,2023-07-29,70.21,10024.0,India
INV101512,P530,Product 45,4,2023-02-23,46.48,10034.0,Netherlands
INV101513,P578,Product 12,1,2023-04-06,77.38,10068.0,Spain
INV101514,P490,Product 24,2,2024-05-18,49.27,10203.0,United Kingdom
INV101515,P666,Product 24,7,2023-02-04,73.25,10039.0,Germany
INV101516,P334,Product 28,-10,2023-01-10,11.39,10093.0,Spain
INV101517,P440,Product 33,2,2023-03-03,75.62,10135.0,Spain
INV101518,P612,Product 25,5,2024-02-02,34.13,10245.0,Spain
INV101519,P136,Product 34,7,2023-11-15,85.23,10190.0,United Kingdom
INV101520,P972,Product 9,2,2023-12-19,51.41,10185.0,Netherlands
INV101521,P659,Product 29,8,2023-03-15,81.83,10219.0,Germany
INV101522,P333,Product 40,8,2024-04-02,22.6,10085.0,India
INV101523,P464,Product 36,5,2024-05-01,67.92,,India
INV101524,P650,Product 33,10,2023-12-23,68.47,10222.0,United Kingdom
INV101525,P758,Product 35,10,2023-08-04,28.45,10063.0,Spain
INV101526,P673,Product 24,3,2024-03-12,49.02,10082.0,France
INV101527,P890,Product 31,5,2023-09-21,97.65,10058.0,United Kingdom
INV101528,P214,Product 15,3,2023-05-01,77.15,10086.0,Netherlands
INV101529,P203,Product 19,2,2024-05-25,91.77,10111.0,United Kingdom
INV101530,P658,Product 26,7,2024-05-04,87.62,10232.0,India
INV101531,P727,Product 16,-3,2024-05-08,75.89,10104.0,Germany
INV101532,P354,Product 6,4,2023-10-19,22.17,10115.0,Germany
INV101533,P317,Product 9,10,2024-01-03,15.01,10004.0,India
INV101534,P603,Product 34,2,2023-10-31,19.12,10071.0,France
INV101535,P491,Product 50,4,2023-12-02,25.98,10108.0,Netherlands
INV101536,P476,Product 27,4,2023-06-30,57.59,10001.0,Netherlands
INV101537,P320,Product 35,5,2023-10-04,64.97,10156.0,France
INV101538,P551,Product 27,4,2023-01-11,96.48,10116.0,United Kingdom
INV101539,P115,Product 28,5,2024-06-11,61.78,10140.0,Netherlands
INV101540,P586,Product 7,6,2023-11-07,16.43,10029.0,Netherlands
INV101541,P404,Product 14,10,2024-04-04,13.23,10020.0,France
INV101542,P682,Product 22,8,2023-09-04,55.32,10083.0,Germany
INV101543,P249,Product 31,6,2023-08-25,70.44,10200.0,Germany
INV101544,P563,Product 47,3,2024-04-09,6.07,10132.0,Spain
INV101545,P579,Product 11,5,2024-06-09,9.4,10029.0,France
INV101546,P738,Product 46,4,2024-05-11,59.55,10198.0,United Kingdom
INV101547,P700,Product 30,9,2023-02-17,15.13,10108.0,United Kingdom
INV101548,P870,Product 8,9,2024-06-17,47.68,10248.0,Netherlands
INV101549,P829,Product 49,4,2023-10-17,45.31,10048.0,Spain
INV101550,P538,Product 44,8,2023-04-14,41.87,10213.0,Netherlands
INV101551,P149,Product 43,7,2023-01-21,13.48,10244.0,France
INV101552,P759,Product 22,6,2023-01-05,47.99,10186.0,Netherlands
INV101553,P483,Product 8,7,2023-03-29,7.07,10135.0,India
INV101554,P893,Product 26,10,2024-05-07,26.91,10064.0,France
INV101555,P974,Product 6,4,2023-05-27,97.6,10024.0,France
INV101556,P391,Product 13,5,2023-04-08,33.94,10095.0,Spain
INV101557,P854,Product 30,1,2023-05-29,39.53,10225.0,Netherlands
INV101558,P157,Product 49,8,2024-05-11,19.7,10056.0,Netherlands
INV101559,P501,Product 21,4,2023-01-27,51.5,10079.0,France
INV101560,P179,Product 19,9,2023-01-28,85.06,10183.0,France
INV101561,P294,Product 15,9,2024-04-27,46.73,10144.0,Spain
INV101562,P812,Product 16,10,2024-05-28,91.74,10150.0,India
INV101563,P540,Product 2,7,2023-01-15,31.48,10029.0,Germany
INV101564,P348,Product 39,8,2023-02-10,60.34,,United Kingdom
INV101565,P886,Product 13,-8,2024-06-11,82.21,10226.0,Spain
INV101566,P505,Product 45,4,2023-06-18,78.05,10065.0,India
INV101567,P998,Product 14,7,2024-06-18,83.32,10210.0,India
INV101568,P328,Product 28,1,2023-06-18,72.06,10126.0,India
INV101569,P789,Product 31,6,2023-06-03,79.85,10030.0,Netherlands
INV101570,P335,Product 12,2,2023-11-07,92.89,10036.0,France
INV101571,P728,Product 16,10,2024-05-01,34.92,,United Kingdom
INV101572,P811,Product 25,6,2024-05-23,18.53,10055.0,France
INV101573,P304,Product 38,1,2024-03-15,16.05,10248.0,Germany
INV101574,P899,Product 21,4,2024-02-26,28.69,10238.0,India
INV101575,P540,Product 32,3,2024-04-30,85.48,10127.0,Netherlands
INV101576,P196,Product 28,9,2023-07-06,14.43,10232.0,India
INV101577,P114,Product 18,2,2023-05-24,28.92,10065.0,India
INV101578,P362,Product 42,5,2024-05-17,63.61,10070.0,Spain
INV101579,P929,Product 36,10,2023-03-01,76.0,10216.0,Spain
INV101580,P504,Product 11,5,2023-05-21,49.22,10176.0,France
INV101581,P476,Product 22,2,2023-06-03,15.87,10243.0,United Kingdom
INV101582,P271,Product 9,4,2024-01-08,38.48,10037.0,France
INV101583,P443,Product 8,10,2023-07-13,85.16,10173.0,Spain
INV101584,P946,Product 40,8,2023-05-06,39.66,10222.0,France
INV101585,P636,Product 28,10,2024-05-23,86.72,10201.0,Germany
INV101586,P920,Product 48,10,2023-01-16,66.01,10188.0,France
INV101587,P969,Product 4,3,2024-04-01,74.11,10084.0,United Kingdom
INV101588,P831,Product 22,8,2023-07-22,78.53,10021.0,India
INV101589,P322,Product 29,3,2023-08-30,29.38,10216.0,India
